emp_no,first_name,last_name,title,from_date,salary
94818,Yuuichi,Perly,Senior Staff,1989-06-10,62747
288341,Aris,Koshiba,Senior Engineer,1989-06-09,48329
405758,Shichao,Manders,Senior Staff,1989-06-09,55701
55289,Leah,Erdmenger,Senior Staff,1989-06-07,47206
93222,Amalendu,Bottner,Senior Engineer,1989-06-06,40000
463535,Arch,Uhrik,Senior Staff,1989-06-06,72047
39780,Alain,Gyorkos,Technique Leader,1989-06-05,60930
425942,Frazer,Litvinov,Senior Staff,1989-06-04,76453
431471,Thanasis,Rabejac,Staff,1989-06-03,40000
256920,Martial,Salinas,Senior Staff,1989-06-02,40000
39662,Honglan,Birrer,Staff,1989-06-02,40000
287665,Shalesh,Snyers,Technique Leader,1989-06-02,49591
414246,Amstein,Unno,Senior Engineer,1989-06-02,40000
498917,Nathan,Papadias,Senior Staff,1989-06-02,50231
214540,Boaz,Butner,Senior Staff,1989-06-02,41346
236396,Zhonghui,Spataro,Senior Staff,1989-06-02,54241
105987,Vojin,Geffroy,Senior Staff,1989-06-01,40000
87461,Moni,Decaestecker,Senior Engineer,1989-05-31,43680
266847,Noritoshi,Servieres,Senior Staff,1989-05-31,72936
42371,Pragnesh,Mersereau,Senior Staff,1989-05-30,89143
471943,Alselm,Pleszkun,Senior Engineer,1989-05-28,53569
461034,Divine,Bardell,Staff,1989-05-28,46135
65021,Xudong,Paludetto,Engineer,1989-05-27,44217
239085,Yurii,Kinley,Senior Engineer,1989-05-26,44719
461886,Vojin,Bashian,Staff,1989-05-25,70667
447260,Ramalingam,Kalorkoti,Senior Engineer,1989-05-25,40000
419130,Willard,Reghbati,Technique Leader,1989-05-23,48289
408251,Christ,Erdmenger,Technique Leader,1989-05-23,40000
215101,Mark,Baaz,Senior Staff,1989-05-22,75393
37388,Ziya,Ramamoorthy,Senior Engineer,1989-05-22,40000
50805,Xumin,Lenart,Senior Staff,1989-05-20,79887
212602,Tua,Chiodo,Senior Engineer,1989-05-19,40000
445721,Arra,Falby,Senior Engineer,1989-05-18,40000
494586,Youngkon,Bala,Senior Engineer,1989-05-17,40000
214127,Marsal,Gien,Staff,1989-05-17,60954
417528,Eirik,Welham,Staff,1989-05-17,81242
466008,Luigi,Jonsson,Assistant Engineer,1989-05-16,40000
234530,Mostafa,Swan,Senior Staff,1989-05-16,40000
413923,Jaihie,Koshino,Technique Leader,1989-05-14,42611
75767,Rosella,Spell,Engineer,1989-05-13,65626
217208,Dante,Zaccaria,Technique Leader,1989-05-12,59764
487259,Akeno,Klerer,Senior Engineer,1989-05-11,66629
36965,Yechiam,Munch,Senior Engineer,1989-05-11,51883
28447,Anneke,Ghelli,Technique Leader,1989-05-10,40000
269066,Brigham,Plavsic,Senior Engineer,1989-05-10,40000
205630,Xuejun,Litecky,Engineer,1989-05-08,53293
94587,Tsuneo,Antonakopoulos,Staff,1989-05-07,75558
484105,Hercules,Portugali,Senior Staff,1989-05-05,73819
472009,Kotesh,Basart,Senior Staff,1989-05-03,40718
107119,Brewster,Ouhyoung,Technique Leader,1989-05-03,40000
285400,Aluzio,Pollock,Senior Engineer,1989-05-02,45572
258551,Arnould,Kroll,Assistant Engineer,1989-05-02,40000
98105,Hausi,Potthoff,Engineer,1989-05-02,40539
477194,Xianlong,Furedi,Senior Engineer,1989-05-02,49694
427859,Berry,Trystram,Engineer,1989-05-02,40000
205843,Chenye,Peek,Senior Engineer,1989-05-02,40000
447750,Fun,Engberts,Senior Engineer,1989-04-29,40000
443996,JiYoung,Suomi,Senior Staff,1989-04-28,46939
30573,Marie,Rijckaert,Technique Leader,1989-04-28,40000
257276,Eldridge,Schonegge,Senior Staff,1989-04-27,57570
400487,Takahito,Shobatake,Senior Staff,1989-04-26,40000
227409,Jianhao,Ullian,Technique Leader,1989-04-26,65321
56589,Martial,Goldhammer,Senior Staff,1989-04-26,84552
490155,Kenroku,Tchuente,Engineer,1989-04-25,46385
109999,Janche,Coombs,Technique Leader,1989-04-25,40000
426061,Mohan,Hutter,Technique Leader,1989-04-24,57681
219761,Moss,Lupu,Senior Staff,1989-04-23,71411
205738,Mong,Stroustrup,Senior Engineer,1989-04-23,42693
446203,Goetz,Benzmuller,Assistant Engineer,1989-04-22,45941
478206,Annemarie,Eterovic,Engineer,1989-04-21,72722
297654,Limsoon,Fairtlough,Engineer,1989-04-21,63009
430720,Arco,Peha,Technique Leader,1989-04-20,63846
423840,Mahmut,Mandell,Assistant Engineer,1989-04-19,62022
42061,Eldridge,Chorvat,Technique Leader,1989-04-19,41216
497414,Susanna,Heuter,Staff,1989-04-18,51217
30513,Eric,Limongiello,Senior Staff,1989-04-18,62978
218268,Hideo,Schmittgen,Engineer,1989-04-17,41369
297883,Huan,Roohalamini,Senior Staff,1989-04-17,79797
210187,Randi,Rosaz,Senior Engineer,1989-04-17,54047
47116,Oscar,Rosar,Senior Staff,1989-04-16,76911
278910,Surveyors,Bahk,Senior Staff,1989-04-15,40000
419842,Kamran,Picel,Technique Leader,1989-04-15,61148
25376,Nathan,Panienski,Technique Leader,1989-04-14,45803
241128,Nadjib,Kalefeld,Staff,1989-04-13,63499
283569,Ulf,Bernick,Engineer,1989-04-12,40000
478318,Ingmar,Swiler,Senior Staff,1989-04-12,42457
432923,Arunachalam,Besselaar,Engineer,1989-04-11,46287
435165,Freyja,Coors,Senior Engineer,1989-04-09,53087
93085,Evgueni,Parhami,Senior Staff,1989-04-09,59899
271190,Pradeep,Genther,Staff,1989-04-09,92764
14516,Kristian,Underwood,Senior Staff,1989-04-08,73262
28073,Achilleas,Meriste,Senior Staff,1989-04-08,65373
447081,Chinhyun,Colorni,Senior Staff,1989-04-07,55484
213705,Munehiro,Bennet,Senior Engineer,1989-04-07,86960
250790,Saeko,Veccia,Senior Staff,1989-04-03,57409
275435,Fumiya,Gluchowski,Senior Staff,1989-04-03,54675
14102,Feixiong,Jording,Engineer,1989-04-03,48200
66050,Gully,Riesenhuber,Staff,1989-04-02,68947
468369,Trygve,Iacovou,Senior Engineer,1989-03-31,58807
459871,Katsuo,Gulik,Technique Leader,1989-03-31,46826
86364,Shushma,Decaestecker,Senior Engineer,1989-03-30,40000
288172,Perla,Hasham,Senior Engineer,1989-03-30,40000
50220,Xiaoqiu,Kusalik,Technique Leader,1989-03-29,76339
271645,Roddy,Besselaar,Senior Engineer,1989-03-29,40000
223387,Duke,Curless,Senior Staff,1989-03-28,40000
457990,Taiji,Oaver,Senior Engineer,1989-03-27,60163
294962,Sushant,Avouris,Senior Engineer,1989-03-27,46095
238226,Nobuyoshi,Wursthorn,Senior Engineer,1989-03-26,57699
266377,Fumitaka,Ranon,Senior Engineer,1989-03-26,40000
440412,Eberhardt,Radivojevic,Senior Staff,1989-03-25,88980
289851,Georgi,Swab,Senior Staff,1989-03-25,54533
59565,Angus,Taubenfeld,Staff,1989-03-24,40000
235951,Gen,Unno,Senior Engineer,1989-03-24,44496
290551,Avishai,Feldhoffer,Senior Staff,1989-03-23,40000
15846,Bowen,Litecky,Technique Leader,1989-03-23,40000
53257,Rosalie,Baalen,Staff,1989-03-23,50180
23159,Atilio,Esposito,Senior Staff,1989-03-22,40435
210718,Nikolaos,Kalafatis,Senior Engineer,1989-03-22,40000
441934,Gurbir,Quittner,Staff,1989-03-22,73122
23707,Yoshimitsu,Ananiadou,Technique Leader,1989-03-21,46238
38139,Dmitry,Oaver,Engineer,1989-03-21,40000
459409,DeForest,Szilard,Senior Engineer,1989-03-20,57066
48149,Sivanarayana,Nergos,Senior Staff,1989-03-19,59757
400489,Kayoko,Peng,Engineer,1989-03-19,43721
487775,Toshimori,Bennis,Senior Staff,1989-03-18,40000
486215,Kiyokazu,Zschoche,Senior Staff,1989-03-18,59512
402401,Tze,Wroclawski,Technique Leader,1989-03-17,58959
253146,Gou,Pramanik,Senior Staff,1989-03-12,52608
451970,Jeanna,Chandrasekhar,Senior Staff,1989-03-12,48118
16412,Moss,Tokunaga,Technique Leader,1989-03-10,66524
51417,Troy,Serov,Technique Leader,1989-03-09,40649
266385,Hidde,Gill,Senior Engineer,1989-03-07,40000
456355,Weiyi,Picaronny,Technique Leader,1989-03-07,40000
285216,Maria,Motley,Technique Leader,1989-03-07,40000
441600,Fay,Janetzko,Senior Staff,1989-03-06,45735
18230,Kristian,Dulin,Engineer,1989-03-06,40000
437675,Suzette,Takanami,Senior Engineer,1989-03-04,42307
238177,Falguni,Hertweck,Senior Engineer,1989-03-02,52270
499660,Valery,Schade,Staff,1989-03-01,55686
106042,Jiann,Calkin,Technique Leader,1989-03-01,40000
252668,Tonny,Radwan,Staff,1989-03-01,40000
411676,Arie,Kroft,Senior Staff,1989-02-27,40000
432316,Yahiko,Gecsel,Senior Staff,1989-02-27,40000
68367,Emdad,Vandervoorde,Senior Staff,1989-02-27,55259
430459,Ziya,Roison,Senior Staff,1989-02-27,62345
68900,Pohua,Sevcikova,Senior Engineer,1989-02-26,40000
490703,Jianhui,Bolotov,Senior Staff,1989-02-26,60267
294614,Ashish,Molenkamp,Senior Engineer,1989-02-25,58290
107205,Kasturi,Granlund,Senior Engineer,1989-02-24,56416
292432,Fumino,Muhlberg,Senior Staff,1989-02-24,43504
252221,Ortrun,Camarinopoulos,Senior Engineer,1989-02-23,46226
433134,Isaac,Zirintsis,Senior Engineer,1989-02-23,40000
259860,Falguni,Polajnar,Senior Staff,1989-02-23,40537
257189,Arlette,Tischendorf,Senior Engineer,1989-02-23,40000
84568,Denny,Peltason,Senior Engineer,1989-02-22,40000
446367,Achilleas,Ananiadou,Senior Staff,1989-02-21,80248
248710,Fabrizio,Hockney,Senior Staff,1989-02-17,63763
410101,Debaprosad,Yeung,Senior Engineer,1989-02-16,40000
282223,Shigehito,Yeung,Technique Leader,1989-02-15,75436
489624,Odoardo,Malabarba,Staff,1989-02-15,80269
15193,Neelam,Schach,Senior Engineer,1989-02-14,47039
414940,Shahaf,Wossner,Senior Staff,1989-02-14,55792
106109,Demos,Baaleh,Engineer,1989-02-13,57666
289071,Pranjal,Rajala,Technique Leader,1989-02-13,40000
492775,Pranas,Yavatkar,Senior Engineer,1989-02-11,56193
224466,Sanjay,Salinas,Engineer,1989-02-11,40000
420682,Yurij,Krohn,Senior Engineer,1989-02-11,40000
434896,Zhensheng,Furudate,Technique Leader,1989-02-10,40000
73673,Chenxi,Yurov,Senior Engineer,1989-02-10,48827
416559,Patricia,Zucker,Senior Engineer,1989-02-09,89214
91426,Alagu,Sidhu,Senior Engineer,1989-02-09,53895
49264,Hsiangchu,Landherr,Senior Engineer,1989-02-09,40000
296063,Mandell,Claffy,Senior Engineer,1989-02-08,48208
472705,Chaoyi,Gimarc,Senior Engineer,1989-02-08,50102
458528,Danco,Famili,Senior Staff,1989-02-06,57911
450910,Niranjan,Bodoff,Senior Staff,1989-02-06,113566
109457,Stevo,Rosiles,Staff,1989-02-06,82632
492564,Hiroyasu,Bellmore,Senior Engineer,1989-02-03,49036
98311,Menkae,Kambil,Senior Engineer,1989-02-03,40000
421455,Trygve,Feldmann,Technique Leader,1989-02-02,73498
43986,Ghassan,Haumacher,Technique Leader,1989-01-30,66436
267233,Saeko,Jervis,Senior Engineer,1989-01-30,40000
264786,Xinglin,Riefers,Senior Staff,1989-01-30,63505
60991,Ung,Murthy,Senior Staff,1989-01-29,76196
259803,Kensyu,Zielinski,Senior Staff,1989-01-28,92954
250996,Moie,Bazelow,Technique Leader,1989-01-28,40000
67426,Haldun,Geffroy,Senior Engineer,1989-01-28,40000
455223,Sariel,Fabrizio,Senior Engineer,1989-01-27,40000
459691,Munenori,Brodal,Technique Leader,1989-01-25,40000
403979,Xinglin,Morrin,Senior Staff,1989-01-23,46518
470901,Aral,Rajaraman,Senior Staff,1989-01-22,40000
204952,Utpal,Plessier,Senior Engineer,1989-01-22,45808
482056,Heejo,Pehl,Engineer,1989-01-21,44627
411660,Lansing,Serdy,Engineer,1989-01-21,50368
482459,Yoshimitsu,Herath,Staff,1989-01-21,53941
57119,Aleksandar,Bondorf,Senior Staff,1989-01-20,52304
234242,Lobel,Gien,Senior Staff,1989-01-17,51864
55948,Serap,Krzyzanowski,Senior Engineer,1989-01-16,48612
234151,Wayne,Ozeki,Senior Staff,1989-01-16,40000
57815,JiYoung,Munawer,Senior Staff,1989-01-14,84520
411797,Josyula,Bondorf,Senior Staff,1989-01-14,50974
62704,Jiafu,Koyama,Staff,1989-01-14,40000
86395,Duke,Grospietsch,Senior Staff,1989-01-14,45824
251451,Adly,VanScheik,Senior Engineer,1989-01-13,45135
410579,Shounak,Cusworth,Senior Staff,1989-01-13,58286
83745,Odoardo,Mitzlaff,Technique Leader,1989-01-12,40000
209721,Shaw,Heemskerk,Senior Staff,1989-01-12,64592
468029,Felicidad,Hofting,Senior Engineer,1989-01-12,40000
22625,Weicheng,Pleszkun,Senior Engineer,1989-01-10,40000
457799,Shakhar,Veccia,Senior Staff,1989-01-09,40000
415073,Luerbio,Uehara,Senior Engineer,1989-01-09,47852
84587,Sangeeta,Bressoud,Senior Engineer,1989-01-09,41713
488271,Aimee,Rahier,Technique Leader,1989-01-09,40646
298212,Sudharsan,Penn,Staff,1989-01-08,75390
80864,Radhia,Birnbaum,Senior Staff,1989-01-08,77882
256797,Shushma,Beerel,Engineer,1989-01-07,40000
242342,Marsha,Pargaonkar,Technique Leader,1989-01-06,40000
427097,Eishiro,Socorro,Technique Leader,1989-01-06,40000
437412,Shahab,Shinomoto,Senior Staff,1989-01-05,67124
72917,Paris,Swan,Senior Staff,1989-01-05,44500
269715,Ohad,Crelier,Senior Engineer,1989-01-04,43382
90306,Gully,Cangellaris,Staff,1989-01-04,98223
474640,Giao,Bisiani,Technique Leader,1989-01-04,50725
416011,Huican,Escriba,Engineer,1989-01-04,45484
428243,Leif,Ghazalie,Senior Engineer,1989-01-03,40000
474022,Hironoby,Llado,Senior Engineer,1989-01-03,40000
468730,Xiaoqiu,Christianini,Senior Staff,1989-01-03,50777
207808,Alper,Peyn,Technique Leader,1989-01-02,40000
227205,Leon,Demizu,Senior Engineer,1989-01-02,43443
489270,Yonghoan,Yoshizawa,Engineer,1989-01-01,67427
464995,Muneo,Biros,Engineer,1988-12-31,57191
441921,Jeanne,Hatcliff,Senior Engineer,1988-12-31,40000
240629,Jamaludin,Ratnaker,Technique Leader,1988-12-31,40000
86494,Masato,Perng,Senior Staff,1988-12-30,40000
261359,Weicheng,Salverda,Technique Leader,1988-12-30,40000
41988,Wonhee,Goodrum,Assistant Engineer,1988-12-30,42193
285455,Jenwei,Luit,Engineer,1988-12-30,40000
470973,Juyoung,Zastre,Senior Engineer,1988-12-29,47856
227277,Pragnesh,Buescher,Senior Engineer,1988-12-29,40000
63391,Josyula,Hertweck,Engineer,1988-12-29,55696
32467,Berna,Dulay,Senior Engineer,1988-12-29,40000
93042,Susumu,Massonet,Engineer,1988-12-29,58519
66961,Lech,Albarhamtoshy,Senior Staff,1988-12-29,67854
216143,Jacopo,Iisaka,Staff,1988-12-29,40000
403405,Manibrata,Clouatre,Technique Leader,1988-12-28,45116
291963,Shay,Viele,Senior Engineer,1988-12-28,40000
100246,Berna,Jording,Staff,1988-12-28,65433
278949,Frazer,Rosenbaum,Senior Staff,1988-12-27,56680
77475,Chinho,Ouhyoung,Senior Engineer,1988-12-26,49416
289970,Hyuckchul,Carrere,Technique Leader,1988-12-26,52910
449847,Junichi,Garnier,Senior Engineer,1988-12-26,53728
205026,Akeno,Kulisch,Senior Engineer,1988-12-26,59911
281269,Shichao,Snyers,Engineer,1988-12-25,40000
249117,Ugo,Silva,Technique Leader,1988-12-25,67615
426111,Cordelia,Schoegge,Engineer,1988-12-25,40000
79684,JiYoung,Janocha,Senior Staff,1988-12-25,64447
83910,Zdislav,Flexer,Technique Leader,1988-12-25,58247
246600,Visit,Chachaty,Senior Staff,1988-12-24,46944
245096,Xiadong,Azumi,Senior Engineer,1988-12-24,68648
91314,Hilari,Fendler,Senior Engineer,1988-12-24,50460
263988,Licheng,Sinitsyn,Senior Staff,1988-12-24,66315
295417,Genevieve,Isaac,Senior Staff,1988-12-24,40000
412943,Siddarth,Hanabata,Senior Engineer,1988-12-23,65240
12254,Chaitali,Stafford,Engineer,1988-12-23,44848
73142,Gretta,VanScheik,Senior Engineer,1988-12-23,58376
267725,Kolar,Fasbender,Senior Staff,1988-12-23,51608
33757,Guoxiang,Borstler,Senior Staff,1988-12-23,64261
41121,Tsuneo,Sankaranarayanan,Engineer,1988-12-23,48456
430004,Morris,Orsini,Senior Staff,1988-12-22,76277
436001,Guenter,Restivo,Senior Engineer,1988-12-22,48629
251659,Ohad,Tsunoo,Assistant Engineer,1988-12-22,40000
492663,Parke,Harnett,Senior Engineer,1988-12-22,55422
63307,Sugwoo,Herber,Senior Staff,1988-12-22,54723
493811,Maja,Asser,Senior Engineer,1988-12-22,65509
225843,Remco,Codenie,Senior Engineer,1988-12-22,68660
71400,Werner,Bugaenko,Staff,1988-12-22,59943
455470,Gal,Toyoshima,Senior Engineer,1988-12-22,83523
499464,Alassane,Tiemann,Senior Engineer,1988-12-21,41789
282905,Dayanand,Escriba,Senior Staff,1988-12-21,40000
63905,Satoru,Klyachko,Senior Engineer,1988-12-21,58893
486509,Mahendra,Mayerwieser,Senior Staff,1988-12-21,41164
229240,Sachar,Kugler,Senior Engineer,1988-12-21,44535
51910,Rosli,Chenoweth,Senior Staff,1988-12-21,53432
246866,Huican,Carrera,Senior Engineer,1988-12-20,59700
216035,Margareta,Krider,Engineer,1988-12-20,54435
418773,Tommaso,Pramanik,Senior Staff,1988-12-20,40000
36317,Yurij,Chelton,Engineer,1988-12-20,40000
416357,Irena,Kranzdorf,Senior Engineer,1988-12-19,40000
450219,Xiaoheng,Gruenwald,Senior Staff,1988-12-19,40000
92344,Paloma,Hanabata,Senior Engineer,1988-12-19,40000
492576,Akeno,Birge,Senior Engineer,1988-12-19,58193
229867,Jasminko,Merkl,Senior Engineer,1988-12-19,56674
269790,Shen,Gustavson,Technique Leader,1988-12-18,64025
451375,Claudi,Cronin,Technique Leader,1988-12-18,48434
38838,Candida,Xiaoshan,Engineer,1988-12-18,40000
416284,Alain,Ferretti,Senior Engineer,1988-12-18,70924
273040,Tayeb,Nanard,Staff,1988-12-18,40000
228051,Yuguang,Viele,Technique Leader,1988-12-18,51525
86416,Kazuhiro,Budinsky,Senior Engineer,1988-12-17,40000
244369,Teiji,Penttonen,Senior Engineer,1988-12-17,57758
42277,Martina,Codenie,Technique Leader,1988-12-17,77425
248414,Shushma,Staylopatis,Senior Engineer,1988-12-17,57497
225310,Clyde,Dusink,Staff,1988-12-17,85522
292531,Fumitaka,Zwicker,Engineer,1988-12-17,40000
468106,Adly,Kambil,Technique Leader,1988-12-17,79506
100674,Mariangiola,Lovengreen,Technique Leader,1988-12-17,50555
29420,Martien,Picht,Engineer,1988-12-17,46900
461081,Fumiya,Sambasivam,Engineer,1988-12-17,40000
451606,Tesuro,Rosenbaum,Senior Staff,1988-12-16,40000
14344,Otilia,Buescher,Technique Leader,1988-12-16,41979
440667,Martina,Rissanen,Senior Engineer,1988-12-16,50302
13521,Jaewoo,Tasistro,Engineer,1988-12-16,40000
292840,Jianhua,Rehfuss,Senior Staff,1988-12-16,45534
460317,Fayez,Crabtree,Engineer,1988-12-15,67794
486518,Florian,Pashtan,Senior Engineer,1988-12-15,40000
79177,Mooi,Herbst,Technique Leader,1988-12-15,45864
472622,Kensei,Bage,Senior Staff,1988-12-15,55812
424694,Candido,Morris,Senior Staff,1988-12-15,54078
230297,Odinaldo,Baaz,Senior Engineer,1988-12-15,40721
284622,Deborah,Worfolk,Senior Staff,1988-12-14,73808
96124,Guenter,Benantar,Senior Engineer,1988-12-14,55624
32433,Remzi,Hoppenstand,Senior Staff,1988-12-13,40000
228881,Jeong,Gaughan,Senior Engineer,1988-12-13,55080
208326,Sungwon,Schwabacher,Assistant Engineer,1988-12-13,40167
81718,Koldo,Laurillard,Senior Staff,1988-12-13,51886
41870,Peer,Azulay,Staff,1988-12-13,73759
77814,Ferdinand,Otillio,Senior Engineer,1988-12-12,44370
495317,Maia,Jiang,Senior Engineer,1988-12-12,42118
215889,Toshiko,Akiyama,Assistant Engineer,1988-12-12,40000
482640,Shmuel,Chandrasekhar,Senior Staff,1988-12-12,41797
453479,Zhensheng,Sudbeck,Senior Staff,1988-12-12,78924
477238,Bangqing,Rathonyi,Senior Staff,1988-12-11,40000
479574,Shuzo,Benner,Senior Staff,1988-12-11,48259
483051,Mingdong,Bain,Senior Staff,1988-12-11,59826
419370,Shin,Lagarias,Senior Staff,1988-12-11,51919
462581,Anneke,Szmurlo,Senior Staff,1988-12-11,76642
63562,Dannz,Heiserman,Technique Leader,1988-12-11,46283
219674,Martina,Snedden,Technique Leader,1988-12-10,43728
486967,Xiaoqiu,Kalloufi,Senior Staff,1988-12-10,60024
100142,Terresa,Isard,Senior Staff,1988-12-10,74107
35755,Xudong,Zultner,Senior Engineer,1988-12-10,40000
486734,Jolita,Lukaszewicz,Senior Engineer,1988-12-10,40000
294232,Kasturi,Salvesen,Staff,1988-12-10,58097
202881,Eirik,Raoux,Engineer,1988-12-10,42915
279879,Gladys,Tagansky,Staff,1988-12-09,40000
201547,Sampalli,Juneja,Senior Staff,1988-12-09,64402
32835,Wanqing,Thambidurai,Senior Engineer,1988-12-09,40000
245381,Krister,Cromarty,Senior Staff,1988-12-09,44805
91023,Volkmar,Nitsche,Technique Leader,1988-12-09,49520
234054,Janche,Cronan,Senior Staff,1988-12-09,64043
26378,Huiqun,Streng,Senior Engineer,1988-12-09,40000
457263,Mantis,Carrere,Staff,1988-12-09,40000
459520,Hercules,Poupard,Senior Staff,1988-12-08,49207
210778,Kaijung,Tyugu,Senior Engineer,1988-12-08,57474
496836,Khoa,Fairtlough,Senior Engineer,1988-12-08,41255
425703,Neelam,Toyoshima,Engineer,1988-12-08,58471
255717,Hein,Walstra,Senior Staff,1988-12-08,71882
109621,Bodh,Remmers,Engineer,1988-12-07,40000
450366,Nevin,Gimbel,Engineer,1988-12-07,51598
92135,Sakthirel,Kitai,Senior Engineer,1988-12-07,56693
454863,Abdelghani,Krichel,Senior Engineer,1988-12-07,44471
235344,Cristinel,Burnard,Engineer,1988-12-07,40000
36627,Mary,Quadeer,Technique Leader,1988-12-06,58519
201358,Toshimitsu,Erdmenger,Senior Staff,1988-12-06,87898
401411,Werner,Boreale,Technique Leader,1988-12-06,40000
280212,Chanjung,Heemskerk,Technique Leader,1988-12-06,58441
270669,Leen,Farrel,Staff,1988-12-06,40000
84747,Yoshinari,Felcyn,Senior Staff,1988-12-06,70389
16255,Tomokazu,Ohori,Senior Engineer,1988-12-06,40000
44148,Fun,Marchesini,Senior Staff,1988-12-06,40000
100395,Sadun,Kavraki,Staff,1988-12-06,54167
482648,Kinh,Velardi,Technique Leader,1988-12-05,40000
295973,Fai,Hiroyama,Staff,1988-12-05,47270
268652,Frazer,Bojadziev,Staff,1988-12-04,40000
220619,Gor,Jahnichen,Senior Engineer,1988-12-04,40000
237558,Nikolaos,Riefers,Senior Staff,1988-12-04,56979
39995,Marko,Deverell,Senior Engineer,1988-12-04,62346
293424,Arumugam,Ohori,Senior Engineer,1988-12-03,63651
84146,Xiaoqiu,Vecchio,Engineer,1988-12-03,40000
292809,Dulce,Majewski,Senior Staff,1988-12-03,40000
232184,Persi,Weiland,Technique Leader,1988-12-03,40000
248872,Vishv,Schmiedel,Engineer,1988-12-03,40000
89001,Zeydy,Sommen,Senior Staff,1988-12-03,40000
264049,Maik,Bakhtari,Technique Leader,1988-12-02,45009
465698,Ranan,Demos,Senior Staff,1988-12-02,65305
255934,Mantis,Fabrizio,Senior Staff,1988-12-02,56682
273575,Neelam,Colorni,Senior Staff,1988-12-02,46574
407861,Bodh,Birta,Senior Staff,1988-12-01,64264
226002,Kaijung,Gammage,Engineer,1988-12-01,46016
92410,Filipe,Ranon,Staff,1988-12-01,69113
24927,Yonghoan,Mapelli,Engineer,1988-11-30,45855
483348,Christoph,Covnot,Assistant Engineer,1988-11-30,49651
205150,Denis,Murthy,Senior Engineer,1988-11-30,40000
214685,Lubomir,Whitcomb,Engineer,1988-11-30,40000
216392,Ziyad,Baer,Senior Staff,1988-11-30,69678
435037,Lech,Mikschl,Engineer,1988-11-29,71312
219649,Margo,Benaini,Staff,1988-11-29,87435
229388,Georgi,Silva,Senior Engineer,1988-11-29,56021
272021,Baoqiu,Asrin,Senior Staff,1988-11-29,49057
448894,Rildo,Kugler,Technique Leader,1988-11-29,48323
292904,Gopalakrishnan,Uhrik,Senior Staff,1988-11-29,48134
435183,Satoru,Gopalakrishnan,Engineer,1988-11-29,58657
430499,Izaskun,Pleszkun,Senior Engineer,1988-11-29,53687
219501,Sakthirel,Dratva,Engineer,1988-11-29,40000
290794,Fox,Pramanik,Senior Engineer,1988-11-29,50438
454516,Mariusz,Delgrande,Senior Staff,1988-11-29,68426
265456,Xiaoqiang,Reutenauer,Senior Engineer,1988-11-28,40000
84947,Sasan,Auyong,Senior Engineer,1988-11-28,55135
100048,Dannz,Motley,Technique Leader,1988-11-28,40415
297167,Dipayan,Ligten,Senior Engineer,1988-11-28,44596
439567,Weiyi,Ernst,Senior Engineer,1988-11-28,57729
293293,Duro,Ramamoorthy,Senior Staff,1988-11-28,40000
251000,Reinhold,Bennet,Senior Engineer,1988-11-28,52928
259866,Qingxiang,Ghazalie,Staff,1988-11-28,40000
459178,Tiina,Prampolini,Technique Leader,1988-11-28,64366
240382,Zengping,Egerstedt,Senior Staff,1988-11-28,40000
106949,Ortrun,Erva,Staff,1988-11-27,40000
489415,Aluzio,Ranft,Senior Engineer,1988-11-26,40000
83665,Horward,Knightly,Staff,1988-11-26,70808
90051,Venkatesan,Benzmuller,Staff,1988-11-25,45898
480243,Candida,Gerlach,Senior Staff,1988-11-25,81568
28510,Subhankar,Desikan,Technique Leader,1988-11-25,59021
207761,Vatsa,Beeson,Senior Engineer,1988-11-25,64255
252108,Cedric,Macedo,Senior Staff,1988-11-25,78143
35667,Hyuckchul,Srimani,Engineer,1988-11-24,40000
244566,Jacopo,Soloway,Senior Engineer,1988-11-24,45071
419986,Cristinel,Belinskaya,Senior Engineer,1988-11-24,51086
424609,Erzsebet,Reistad,Senior Staff,1988-11-24,51993
216284,Maris,Vigier,Senior Engineer,1988-11-23,48462
491847,Danel,Mitzlaff,Senior Staff,1988-11-23,65599
294398,Kazuhiko,Ruemmler,Senior Staff,1988-11-23,66138
441503,Chuanti,Kaiserswerth,Staff,1988-11-22,42116
104363,Mansur,Xiaoshan,Senior Staff,1988-11-22,66971
27527,Kshitij,Valette,Staff,1988-11-22,40000
263824,Yolla,Constantine,Senior Engineer,1988-11-22,40000
34416,Ghassan,Murtha,Staff,1988-11-22,69832
25154,Eldridge,Eugenio,Senior Staff,1988-11-22,40000
286881,Malu,Ritzmann,Engineer,1988-11-22,49098
46352,Unal,Zambonelli,Senior Staff,1988-11-21,89610
204993,Szabolcs,Zucker,Technique Leader,1988-11-21,70974
68003,Kellie,Ratzlaff,Technique Leader,1988-11-21,40000
73937,Kagan,Moehrke,Senior Staff,1988-11-21,56500
405232,Saniya,Nannarelli,Senior Staff,1988-11-21,49974
60479,Stein,Byoun,Senior Staff,1988-11-20,44162
57912,Mohan,Gilg,Staff,1988-11-20,40000
448810,Tomofumi,Kropp,Senior Staff,1988-11-20,40000
245309,Troy,Albarhamtoshy,Senior Engineer,1988-11-20,50350
479866,Heng,Pellegrinelli,Senior Engineer,1988-11-20,40857
204938,Collette,Verspoor,Technique Leader,1988-11-20,40000
238342,Filipp,Wielonsky,Senior Engineer,1988-11-19,56521
263248,Jeong,Fiebach,Technique Leader,1988-11-19,70698
440234,Venkatesan,Morrey,Technique Leader,1988-11-19,42434
